Variable_Name,Variable_ID,Table_ID,Table_Name,Type,Unit,Full_Name
55 years,ni0250057,ni025,Age,Count,Person,Age: 55 years
56 years,ni0250058,ni025,Age,Count,Person,Age: 56 years
57 years,ni0250059,ni025,Age,Count,Person,Age: 57 years
58 years,ni0250060,ni025,Age,Count,Person,Age: 58 years
59 years,ni0250061,ni025,Age,Count,Person,Age: 59 years
60 years,ni0250062,ni025,Age,Count,Person,Age: 60 years
61 years,ni0250063,ni025,Age,Count,Person,Age: 61 years
62 years,ni0250064,ni025,Age,Count,Person,Age: 62 years
63 years,ni0250065,ni025,Age,Count,Person,Age: 63 years
64 years,ni0250066,ni025,Age,Count,Person,Age: 64 years
65 years,ni0250067,ni025,Age,Count,Person,Age: 65 years
66 years,ni0250068,ni025,Age,Count,Person,Age: 66 years
67 years,ni0250069,ni025,Age,Count,Person,Age: 67 years
68 years,ni0250070,ni025,Age,Count,Person,Age: 68 years
69 years,ni0250071,ni025,Age,Count,Person,Age: 69 years
70 years,ni0250072,ni025,Age,Count,Person,Age: 70 years
71 years,ni0250073,ni025,Age,Count,Person,Age: 71 years
72 years,ni0250074,ni025,Age,Count,Person,Age: 72 years
73 years,ni0250075,ni025,Age,Count,Person,Age: 73 years
74 years,ni0250076,ni025,Age,Count,Person,Age: 74 years
75 years,ni0250077,ni025,Age,Count,Person,Age: 75 years
76 years,ni0250078,ni025,Age,Count,Person,Age: 76 years
77 years,ni0250079,ni025,Age,Count,Person,Age: 77 years
78 years,ni0250080,ni025,Age,Count,Person,Age: 78 years
79 years,ni0250081,ni025,Age,Count,Person,Age: 79 years
80 years,ni0250082,ni025,Age,Count,Person,Age: 80 years
81 years,ni0250083,ni025,Age,Count,Person,Age: 81 years
82 years,ni0250084,ni025,Age,Count,Person,Age: 82 years
83 years,ni0250085,ni025,Age,Count,Person,Age: 83 years
84 years,ni0250086,ni025,Age,Count,Person,Age: 84 years
85 years,ni0250087,ni025,Age,Count,Person,Age: 85 years
86 years,ni0250088,ni025,Age,Count,Person,Age: 86 years
87 years,ni0250089,ni025,Age,Count,Person,Age: 87 years
88 years,ni0250090,ni025,Age,Count,Person,Age: 88 years
89 years,ni0250091,ni025,Age,Count,Person,Age: 89 years
90 years,ni0250092,ni025,Age,Count,Person,Age: 90 years
91 years,ni0250093,ni025,Age,Count,Person,Age: 91 years
92 years,ni0250094,ni025,Age,Count,Person,Age: 92 years
93 years,ni0250095,ni025,Age,Count,Person,Age: 93 years
94 years,ni0250096,ni025,Age,Count,Person,Age: 94 years
95 years,ni0250097,ni025,Age,Count,Person,Age: 95 years
96 years,ni0250098,ni025,Age,Count,Person,Age: 96 years
97 years,ni0250099,ni025,Age,Count,Person,Age: 97 years
98 years,ni0250100,ni025,Age,Count,Person,Age: 98 years
99 years,ni0250101,ni025,Age,Count,Person,Age: 99 years
100+ years,ni0250102,ni025,Age,Count,Person,Age: 100+ years
All PEOPLE,ni0260001,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: All PEOPLE
0 years,ni0260002,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 0 years
1 year,ni0260003,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 1 year
2 years,ni0260004,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 2 years
3 years,ni0260005,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 3 years
4 years,ni0260006,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 4 years
5 years,ni0260007,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 5 years
6 years,ni0260008,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 6 years
7 years,ni0260009,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 7 years
8 years,ni0260010,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 8 years
9 years,ni0260011,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 9 years
10 years,ni0260012,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 10 years
11 years,ni0260013,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 11 years
12 years,ni0260014,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 12 years
13 years,ni0260015,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 13 years
14 years,ni0260016,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 14 years
15 years,ni0260017,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 15 years
16 years,ni0260018,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 16 years
17 years,ni0260019,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 17 years
18 years,ni0260020,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 18 years
19 years,ni0260021,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 19 years
20 years,ni0260022,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 20 years
21 years,ni0260023,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 21 years
22 years,ni0260024,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 22 years
23 years,ni0260025,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 23 years
24 years,ni0260026,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 24 years
25 years,ni0260027,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 25 years
26 years,ni0260028,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 26 years
27 years,ni0260029,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 27 years
28 years,ni0260030,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 28 years
29 years,ni0260031,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 29 years
30 years,ni0260032,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 30 years
31 years,ni0260033,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 31 years
32 years,ni0260034,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 32 years
33 years,ni0260035,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 33 years
34 years,ni0260036,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 34 years
35 years,ni0260037,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 35 years
36 years,ni0260038,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 36 years
37 years,ni0260039,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 37 years
38 years,ni0260040,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 38 years
39 years,ni0260041,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 39 years
40 years,ni0260042,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 40 years
41 years,ni0260043,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 41 years
42 years,ni0260044,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 42 years
43 years,ni0260045,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 43 years
44 years,ni0260046,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 44 years
45 years,ni0260047,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 45 years
46 years,ni0260048,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 46 years
47 years,ni0260049,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 47 years
48 years,ni0260050,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 48 years
49 years,ni0260051,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 49 years
50 years,ni0260052,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 50 years
51 years,ni0260053,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 51 years
52 years,ni0260054,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 52 years
53 years,ni0260055,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 53 years
54 years,ni0260056,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 54 years
55 years,ni0260057,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 55 years
56 years,ni0260058,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 56 years
57 years,ni0260059,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 57 years
58 years,ni0260060,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 58 years
59 years,ni0260061,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 59 years
60 years,ni0260062,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 60 years
61 years,ni0260063,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 61 years
62 years,ni0260064,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 62 years
63 years,ni0260065,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 63 years
64 years,ni0260066,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 64 years
65 years,ni0260067,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 65 years
66 years,ni0260068,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 66 years
67 years,ni0260069,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 67 years
68 years,ni0260070,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 68 years
69 years,ni0260071,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 69 years
70 years,ni0260072,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 70 years
71 years,ni0260073,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 71 years
72 years,ni0260074,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 72 years
73 years,ni0260075,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 73 years
74 years,ni0260076,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 74 years
75 years,ni0260077,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 75 years
76 years,ni0260078,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 76 years
77 years,ni0260079,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 77 years
78 years,ni0260080,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 78 years
79 years,ni0260081,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 79 years
80 years,ni0260082,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 80 years
81 years,ni0260083,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 81 years
82 years,ni0260084,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 82 years
83 years,ni0260085,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 83 years
84 years,ni0260086,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 84 years
85+ years,ni0260087,ni026,Age - 86 Categories,Count,Person,Age - 86 Categories: 85+ years
All PEOPLE,ni0270001,ni027,Country of Birth,Count,Person,Country of Birth: All PEOPLE
Europe: United Kingdom: Northern Ireland,ni0270002,ni027,Country of Birth,Count,Person,Country of Birth: Europe: United Kingdom: Northern Ireland
Europe: United Kingdom: England,ni0270003,ni027,Country of Birth,Count,Person,Country of Birth: Europe: United Kingdom: England
Europe: United Kingdom: Scotland,ni0270004,ni027,Country of Birth,Count,Person,Country of Birth: Europe: United Kingdom: Scotland
Europe: United Kingdom: Wales,ni0270005,ni027,Country of Birth,Count,Person,Country of Birth: Europe: United Kingdom: Wales
Europe: Republic of Ireland,ni0270006,ni027,Country of Birth,Count,Person,Country of Birth: Europe: Republic of Ireland
Europe: Poland,ni0270007,ni027,Country of Birth,Count,Person,Country of Birth: Europe: Poland
Europe: Lithuania,ni0270008,ni027,Country of Birth,Count,Person,Country of Birth: Europe: Lithuania
Europe: Romania,ni0270009,ni027,Country of Birth,Count,Person,Country of Birth: Europe: Romania
Europe: Bulgaria,ni0270010,ni027,Country of Birth,Count,Person,Country of Birth: Europe: Bulgaria
Europe: Germany,ni0270011,ni027,Country of Birth,Count,Person,Country of Birth: Europe: Germany
Europe: Portugal,ni0270012,ni027,Country of Birth,Count,Person,Country of Birth: Europe: Portugal
Europe: Latvia,ni0270013,ni027,Country of Birth,Count,Person,Country of Birth: Europe: Latvia
Europe: Slovakia,ni0270014,ni027,Country of Birth,Count,Person,Country of Birth: Europe: Slovakia
Europe: Hungary,ni0270015,ni027,Country of Birth,Count,Person,Country of Birth: Europe: Hungary
Europe: Spain (including Canary Islands),ni0270016,ni027,Country of Birth,Count,Person,Country of Birth: Europe: Spain (including Canary Islands)
Europe: Italy,ni0270017,ni027,Country of Birth,Count,Person,Country of Birth: Europe: Italy
Europe: France,ni0270018,ni027,Country of Birth,Count,Person,Country of Birth: Europe: France
Europe: Other EU Countries,ni0270019,ni027,Country of Birth,Count,Person,Country of Birth: Europe: Other EU Countries
Europe: Other Non-EU countries,ni0270020,ni027,Country of Birth,Count,Person,Country of Birth: Europe: Other Non-EU countries
Africa: South Africa,ni0270021,ni027,Country of Birth,Count,Person,Country of Birth: Africa: South Africa
Africa: Nigeria,ni0270022,ni027,Country of Birth,Count,Person,Country of Birth: Africa: Nigeria
Africa: Zimbabwe,ni0270023,ni027,Country of Birth,Count,Person,Country of Birth: Africa: Zimbabwe
Africa: Other Africa,ni0270024,ni027,Country of Birth,Count,Person,Country of Birth: Africa: Other Africa
Middle East and Asia: India,ni0270025,ni027,Country of Birth,Count,Person,Country of Birth: Middle East and Asia: India
Middle East and Asia: China,ni0270026,ni027,Country of Birth,Count,Person,Country of Birth: Middle East and Asia: China
Middle East and Asia: Philippines,ni0270027,ni027,Country of Birth,Count,Person,Country of Birth: Middle East and Asia: Philippines
Middle East and Asia: East Timor,ni0270028,ni027,Country of Birth,Count,Person,Country of Birth: Middle East and Asia: East Timor
Middle East and Asia: Hong Kong (Special Administrative Region of China),ni0270029,ni027,Country of Birth,Count,Person,Country of Birth: Middle East and Asia: Hong Kong (Special Administrative Region of China)
Middle East and Asia: Syria,ni0270030,ni027,Country of Birth,Count,Person,Country of Birth: Middle East and Asia: Syria
Middle East and Asia: Pakistan,ni0270031,ni027,Country of Birth,Count,Person,Country of Birth: Middle East and Asia: Pakistan
Middle East and Asia: Other,ni0270032,ni027,Country of Birth,Count,Person,Country of Birth: Middle East and Asia: Other
"North America, Central America and Caribbean: United States",ni0270033,ni027,Country of Birth,Count,Person,"Country of Birth: North America, Central America and Caribbean: United States"
"North America, Central America and Caribbean: Canada",ni0270034,ni027,Country of Birth,Count,Person,"Country of Birth: North America, Central America and Caribbean: Canada"
"North America, Central America and Caribbean: Other",ni0270035,ni027,Country of Birth,Count,Person,"Country of Birth: North America, Central America and Caribbean: Other"
South America,ni0270036,ni027,Country of Birth,Count,Person,Country of Birth: South America
"Antarctica, Oceania and Other: Australia",ni0270037,ni027,Country of Birth,Count,Person,"Country of Birth: Antarctica, Oceania and Other: Australia"
"Antarctica, Oceania and Other: Other",ni0270038,ni027,Country of Birth,Count,Person,"Country of Birth: Antarctica, Oceania and Other: Other"
All PEOPLE,ni0280001,ni028,Country of Birth - 2 Categories,Count,Person,Country of Birth - 2 Categories: All PEOPLE
Born in Northern Ireland,ni0280002,ni028,Country of Birth - 2 Categories,Count,Person,Country of Birth - 2 Categories: Born in Northern Ireland
Born outside Northern Ireland,ni0280003,ni028,Country of Birth - 2 Categories,Count,Person,Country of Birth - 2 Categories: Born outside Northern Ireland
All PEOPLE,ni0290001,ni029,Country of Birth - 20 Categories,Count,Person,Country of Birth - 20 Categories: All PEOPLE
Europe: United Kingdom: Northern Ireland,ni0290002,ni029,Country of Birth - 20 Categories,Count,Person,Country of Birth - 20 Categories: Europe: United Kingdom: Northern Ireland
