Variable_Name,Variable_ID,Table_ID,Table_Name,Type,Unit,Full_Name
All people aged 3 and over: 65 and over,UV301b0007,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - All people aged 3 and over: 65 and over
Provides no unpaid care: All people aged 3 and over,UV301b0008,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides no unpaid care: All people aged 3 and over
Provides no unpaid care: 3 to 15,UV301b0009,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides no unpaid care: 3 to 15
Provides no unpaid care: 16 to 24,UV301b0010,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides no unpaid care: 16 to 24
Provides no unpaid care: 25 to 34,UV301b0011,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides no unpaid care: 25 to 34
Provides no unpaid care: 35 to 49,UV301b0012,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides no unpaid care: 35 to 49
Provides no unpaid care: 50 to 64,UV301b0013,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides no unpaid care: 50 to 64
Provides no unpaid care: 65 and over,UV301b0014,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides no unpaid care: 65 and over
Provides unpaid care: Total: All people aged 3 and over,UV301b0015,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: Total: All people aged 3 and over
Provides unpaid care: Total: 3 to 15,UV301b0016,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: Total: 3 to 15
Provides unpaid care: Total: 16 to 24,UV301b0017,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: Total: 16 to 24
Provides unpaid care: Total: 25 to 34,UV301b0018,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: Total: 25 to 34
Provides unpaid care: Total: 35 to 49,UV301b0019,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: Total: 35 to 49
Provides unpaid care: Total: 50 to 64,UV301b0020,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: Total: 50 to 64
Provides unpaid care: Total: 65 and over,UV301b0021,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: Total: 65 and over
Provides unpaid care: 1 to 19 hours a week: All people aged 3 and over,UV301b0022,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 1 to 19 hours a week: All people aged 3 and over
Provides unpaid care: 1 to 19 hours a week: 3 to 15,UV301b0023,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 1 to 19 hours a week: 3 to 15
Provides unpaid care: 1 to 19 hours a week: 16 to 24,UV301b0024,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 1 to 19 hours a week: 16 to 24
Provides unpaid care: 1 to 19 hours a week: 25 to 34,UV301b0025,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 1 to 19 hours a week: 25 to 34
Provides unpaid care: 1 to 19 hours a week: 35 to 49,UV301b0026,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 1 to 19 hours a week: 35 to 49
Provides unpaid care: 1 to 19 hours a week: 50 to 64,UV301b0027,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 1 to 19 hours a week: 50 to 64
Provides unpaid care: 1 to 19 hours a week: 65 and over,UV301b0028,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 1 to 19 hours a week: 65 and over
Provides unpaid care: 20 to 34 hours a week: All people aged 3 and over,UV301b0029,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 20 to 34 hours a week: All people aged 3 and over
Provides unpaid care: 20 to 34 hours a week: 3 to 15,UV301b0030,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 20 to 34 hours a week: 3 to 15
Provides unpaid care: 20 to 34 hours a week: 16 to 24,UV301b0031,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 20 to 34 hours a week: 16 to 24
Provides unpaid care: 20 to 34 hours a week: 25 to 34,UV301b0032,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 20 to 34 hours a week: 25 to 34
Provides unpaid care: 20 to 34 hours a week: 35 to 49,UV301b0033,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 20 to 34 hours a week: 35 to 49
Provides unpaid care: 20 to 34 hours a week: 50 to 64,UV301b0034,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 20 to 34 hours a week: 50 to 64
Provides unpaid care: 20 to 34 hours a week: 65 and over,UV301b0035,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 20 to 34 hours a week: 65 and over
Provides unpaid care: 35 to 49 hours a week: All people aged 3 and over,UV301b0036,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 35 to 49 hours a week: All people aged 3 and over
Provides unpaid care: 35 to 49 hours a week: 3 to 15,UV301b0037,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 35 to 49 hours a week: 3 to 15
Provides unpaid care: 35 to 49 hours a week: 16 to 24,UV301b0038,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 35 to 49 hours a week: 16 to 24
Provides unpaid care: 35 to 49 hours a week: 25 to 34,UV301b0039,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 35 to 49 hours a week: 25 to 34
Provides unpaid care: 35 to 49 hours a week: 35 to 49,UV301b0040,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 35 to 49 hours a week: 35 to 49
Provides unpaid care: 35 to 49 hours a week: 50 to 64,UV301b0041,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 35 to 49 hours a week: 50 to 64
Provides unpaid care: 35 to 49 hours a week: 65 and over,UV301b0042,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 35 to 49 hours a week: 65 and over
Provides unpaid care: 50 or more hours a week: All people aged 3 and over,UV301b0043,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 50 or more hours a week: All people aged 3 and over
Provides unpaid care: 50 or more hours a week: 3 to 15,UV301b0044,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 50 or more hours a week: 3 to 15
Provides unpaid care: 50 or more hours a week: 16 to 24,UV301b0045,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 50 or more hours a week: 16 to 24
Provides unpaid care: 50 or more hours a week: 25 to 34,UV301b0046,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 50 or more hours a week: 25 to 34
Provides unpaid care: 50 or more hours a week: 35 to 49,UV301b0047,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 50 or more hours a week: 35 to 49
Provides unpaid care: 50 or more hours a week: 50 to 64,UV301b0048,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 50 or more hours a week: 50 to 64
Provides unpaid care: 50 or more hours a week: 65 and over,UV301b0049,UV301b,Provision of unpaid care by age (6),Count,Person,Provision of unpaid care by age (6) - Provides unpaid care: 50 or more hours a week: 65 and over
All occupied households,UV4020001,UV402,Accommodation type - Households,Count,Household,Accommodation type - Households - All occupied households
Whole house or bungalow: Total,UV4020002,UV402,Accommodation type - Households,Count,Household,Accommodation type - Households - Whole house or bungalow: Total
Whole house or bungalow: Detached,UV4020003,UV402,Accommodation type - Households,Count,Household,Accommodation type - Households - Whole house or bungalow: Detached
Whole house or bungalow: Semi-detached,UV4020004,UV402,Accommodation type - Households,Count,Household,Accommodation type - Households - Whole house or bungalow: Semi-detached
Whole house or bungalow: Terraced (including end-terrace),UV4020005,UV402,Accommodation type - Households,Count,Household,Accommodation type - Households - Whole house or bungalow: Terraced (including end-terrace)
"Flat, maisonette or apartment: Total",UV4020006,UV402,Accommodation type - Households,Count,Household,"Accommodation type - Households - Flat, maisonette or apartment: Total"
"Flat, maisonette or apartment: Purpose-built block of flats or tenement",UV4020007,UV402,Accommodation type - Households,Count,Household,"Accommodation type - Households - Flat, maisonette or apartment: Purpose-built block of flats or tenement"
"Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)",UV4020008,UV402,Accommodation type - Households,Count,Household,"Accommodation type - Households - Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)"
"Flat, maisonette or apartment: In a commercial building",UV4020009,UV402,Accommodation type - Households,Count,Household,"Accommodation type - Households - Flat, maisonette or apartment: In a commercial building"
Caravan or other mobile or temporary structure,UV4020010,UV402,Accommodation type - Households,Count,Household,Accommodation type - Households - Caravan or other mobile or temporary structure
All people,UV3020001,UV302,General health,Count,Person,General health - All people
Very good,UV3020002,UV302,General health,Count,Person,General health - Very good
Good,UV3020003,UV302,General health,Count,Person,General health - Good
Fair,UV3020004,UV302,General health,Count,Person,General health - Fair
Bad,UV3020005,UV302,General health,Count,Person,General health - Bad
Very bad,UV3020006,UV302,General health,Count,Person,General health - Very bad
All people aged 16 and over in employment the week before the census (including full-time students if they gave a work address as the address they primarily travel to for work or study),UV7010001,UV701,Method of travel to work,Count,Person,Method of travel to work - All people aged 16 and over in employment the week before the census (including full-time students if they gave a work address as the address they primarily travel to for work or study)
Work mainly at or from home,UV7010002,UV701,Method of travel to work,Count,Person,Method of travel to work - Work mainly at or from home
Driving a car or van,UV7010003,UV701,Method of travel to work,Count,Person,Method of travel to work - Driving a car or van
Passenger in a car or van,UV7010004,UV701,Method of travel to work,Count,Person,Method of travel to work - Passenger in a car or van
Taxi or private hire,UV7010005,UV701,Method of travel to work,Count,Person,Method of travel to work - Taxi or private hire
"Motorcycle, scooter or moped",UV7010006,UV701,Method of travel to work,Count,Person,"Method of travel to work - Motorcycle, scooter or moped"
On foot,UV7010007,UV701,Method of travel to work,Count,Person,Method of travel to work - On foot
Bicycle,UV7010008,UV701,Method of travel to work,Count,Person,Method of travel to work - Bicycle
"Bus, minibus or coach",UV7010009,UV701,Method of travel to work,Count,Person,"Method of travel to work - Bus, minibus or coach"
Train,UV7010010,UV701,Method of travel to work,Count,Person,Method of travel to work - Train
"Underground, subway or tram",UV7010011,UV701,Method of travel to work,Count,Person,"Method of travel to work - Underground, subway or tram"
Other,UV7010012,UV701,Method of travel to work,Count,Person,Method of travel to work - Other
All people aged 16 and over in households,UV1100001,UV110,Adult lifestage,Count,Person,Adult lifestage - All people aged 16 and over in households
Aged 16 to 24: Total,UV1100002,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 16 to 24: Total
Aged 16 to 24: No dependent children in household,UV1100003,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 16 to 24: No dependent children in household
Aged 16 to 24: In household with dependent children,UV1100004,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 16 to 24: In household with dependent children
Aged 25 to 34: Total,UV1100005,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 25 to 34: Total
Aged 25 to 34: No dependent children in household,UV1100006,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 25 to 34: No dependent children in household
Aged 25 to 34: Youngest dependent child in household aged 0 to 4,UV1100007,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 25 to 34: Youngest dependent child in household aged 0 to 4
Aged 25 to 34: Youngest dependent child in household aged 5 to 10,UV1100008,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 25 to 34: Youngest dependent child in household aged 5 to 10
Aged 25 to 34: Youngest dependent child in household aged 11 to 15,UV1100009,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 25 to 34: Youngest dependent child in household aged 11 to 15
Aged 25 to 34: Youngest dependent child in household aged 16 to 18,UV1100010,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 25 to 34: Youngest dependent child in household aged 16 to 18
Aged 35 to 54: Total,UV1100011,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 35 to 54: Total
Aged 35 to 54: No dependent children in household,UV1100012,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 35 to 54: No dependent children in household
Aged 35 to 54: Youngest dependent child in household aged 0 to 4,UV1100013,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 35 to 54: Youngest dependent child in household aged 0 to 4
Aged 35 to 54: Youngest dependent child in household aged 5 to 10,UV1100014,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 35 to 54: Youngest dependent child in household aged 5 to 10
Aged 35 to 54: Youngest dependent child in household aged 11 to 15,UV1100015,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 35 to 54: Youngest dependent child in household aged 11 to 15
Aged 35 to 54: Youngest dependent child in household aged 16 to 18,UV1100016,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 35 to 54: Youngest dependent child in household aged 16 to 18
Aged 55 to 64: Total,UV1100017,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 55 to 64: Total
Aged 55 to 64: One person household,UV1100018,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 55 to 64: One person household
Aged 55 to 64: Two or more person household: No dependent children,UV1100019,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 55 to 64: Two or more person household: No dependent children
Aged 55 to 64: Dependent children in household,UV1100020,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 55 to 64: Dependent children in household
Aged 65 to 74: Total,UV1100021,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 65 to 74: Total
Aged 65 to 74: One person household,UV1100022,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 65 to 74: One person household
Aged 65 to 74: Two or more person household: No dependent children,UV1100023,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 65 to 74: Two or more person household: No dependent children
Aged 65 to 74: Dependent children in household,UV1100024,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 65 to 74: Dependent children in household
Aged 75 and over: Total,UV1100025,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 75 and over: Total
Aged 75 and over: One person household,UV1100026,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 75 and over: One person household
Aged 75 and over: Two or more person household,UV1100027,UV110,Adult lifestage,Count,Person,Adult lifestage - Aged 75 and over: Two or more person household
All people aged 16 and over in employment the week before the census,UV6050001,UV605,Industry,Count,Person,Industry - All people aged 16 and over in employment the week before the census
Agriculture; Forestry; Fishing,UV6050002,UV605,Industry,Count,Person,Industry - Agriculture; Forestry; Fishing
Mining and Quarrying,UV6050003,UV605,Industry,Count,Person,Industry - Mining and Quarrying
Manufacturing,UV6050004,UV605,Industry,Count,Person,Industry - Manufacturing
"Electricity, Gas, Steam and Air Conditioning Supply",UV6050005,UV605,Industry,Count,Person,"Industry - Electricity, Gas, Steam and Air Conditioning Supply"
Water Supply; Sewage; Waste Management and Remediation activities,UV6050006,UV605,Industry,Count,Person,Industry - Water Supply; Sewage; Waste Management and Remediation activities
Construction,UV6050007,UV605,Industry,Count,Person,Industry - Construction
Wholesale and Retail trade; Repair of Motor Vehicles and Motorcycles,UV6050008,UV605,Industry,Count,Person,Industry - Wholesale and Retail trade; Repair of Motor Vehicles and Motorcycles
Transport and Storage,UV6050009,UV605,Industry,Count,Person,Industry - Transport and Storage
Accommodation and Food Service Activities,UV6050010,UV605,Industry,Count,Person,Industry - Accommodation and Food Service Activities
Information and Communication,UV6050011,UV605,Industry,Count,Person,Industry - Information and Communication
Financial and Insurance Activities,UV6050012,UV605,Industry,Count,Person,Industry - Financial and Insurance Activities
Real Estate Activities,UV6050013,UV605,Industry,Count,Person,Industry - Real Estate Activities
Professional Scientific and Technical Activities,UV6050014,UV605,Industry,Count,Person,Industry - Professional Scientific and Technical Activities
Administrative and Support Service Activities,UV6050015,UV605,Industry,Count,Person,Industry - Administrative and Support Service Activities
Public Administration and Defence; Compulsory Social Security,UV6050016,UV605,Industry,Count,Person,Industry - Public Administration and Defence; Compulsory Social Security
Education,UV6050017,UV605,Industry,Count,Person,Industry - Education
Human Health and Social Work Activities,UV6050018,UV605,Industry,Count,Person,Industry - Human Health and Social Work Activities
"Arts, Entertainment and Recreation",UV6050019,UV605,Industry,Count,Person,"Industry - Arts, Entertainment and Recreation"
Other Service Activities,UV6050020,UV605,Industry,Count,Person,Industry - Other Service Activities
Activities of Household as Employers; Undifferentiated Goods - and Services - Producing Activities of Households for Own Use,UV6050021,UV605,Industry,Count,Person,Industry - Activities of Household as Employers; Undifferentiated Goods - and Services - Producing Activities of Households for Own Use
Activities of Extra-Territorial Organisations and Bodies,UV6050022,UV605,Industry,Count,Person,Industry - Activities of Extra-Territorial Organisations and Bodies
All people: All people: Total,UV206b0001,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: All people: Total
All people: All people: 0 - 15,UV206b0002,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: All people: 0 - 15
All people: All people: 16 - 24,UV206b0003,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: All people: 16 - 24
All people: All people: 25 - 34,UV206b0004,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: All people: 25 - 34
All people: All people: 35 - 49,UV206b0005,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: All people: 35 - 49
All people: All people: 50 - 64,UV206b0006,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: All people: 50 - 64
All people: All people: 65 and over,UV206b0007,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: All people: 65 and over
All people: Female: Total,UV206b0008,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: Female: Total
All people: Female: 0 - 15,UV206b0009,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: Female: 0 - 15
All people: Female: 16 - 24,UV206b0010,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: Female: 16 - 24
All people: Female: 25 - 34,UV206b0011,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: Female: 25 - 34
All people: Female: 35 - 49,UV206b0012,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: Female: 35 - 49
All people: Female: 50 - 64,UV206b0013,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: Female: 50 - 64
All people: Female: 65 and over,UV206b0014,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: Female: 65 and over
All people: Male: Total,UV206b0015,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: Male: Total
All people: Male: 0 - 15,UV206b0016,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: Male: 0 - 15
All people: Male: 16 - 24,UV206b0017,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: Male: 16 - 24
All people: Male: 25 - 34,UV206b0018,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: Male: 25 - 34
All people: Male: 35 - 49,UV206b0019,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: Male: 35 - 49
All people: Male: 50 - 64,UV206b0020,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: Male: 50 - 64
All people: Male: 65 and over,UV206b0021,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - All people: Male: 65 and over
Europe: Total: All people: Total,UV206b0022,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: All people: Total
Europe: Total: All people: 0 - 15,UV206b0023,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: All people: 0 - 15
Europe: Total: All people: 16 - 24,UV206b0024,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: All people: 16 - 24
Europe: Total: All people: 25 - 34,UV206b0025,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: All people: 25 - 34
Europe: Total: All people: 35 - 49,UV206b0026,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: All people: 35 - 49
Europe: Total: All people: 50 - 64,UV206b0027,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: All people: 50 - 64
Europe: Total: All people: 65 and over,UV206b0028,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: All people: 65 and over
Europe: Total: Female: Total,UV206b0029,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: Female: Total
Europe: Total: Female: 0 - 15,UV206b0030,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: Female: 0 - 15
Europe: Total: Female: 16 - 24,UV206b0031,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: Female: 16 - 24
Europe: Total: Female: 25 - 34,UV206b0032,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: Female: 25 - 34
Europe: Total: Female: 35 - 49,UV206b0033,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: Female: 35 - 49
Europe: Total: Female: 50 - 64,UV206b0034,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: Female: 50 - 64
Europe: Total: Female: 65 and over,UV206b0035,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: Female: 65 and over
Europe: Total: Male: Total,UV206b0036,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: Male: Total
Europe: Total: Male: 0 - 15,UV206b0037,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: Male: 0 - 15
Europe: Total: Male: 16 - 24,UV206b0038,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: Male: 16 - 24
Europe: Total: Male: 25 - 34,UV206b0039,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: Male: 25 - 34
Europe: Total: Male: 35 - 49,UV206b0040,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: Male: 35 - 49
Europe: Total: Male: 50 - 64,UV206b0041,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: Male: 50 - 64
Europe: Total: Male: 65 and over,UV206b0042,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: Total: Male: 65 and over
Europe: United Kingdom: All people: Total,UV206b0043,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: All people: Total
Europe: United Kingdom: All people: 0 - 15,UV206b0044,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: All people: 0 - 15
Europe: United Kingdom: All people: 16 - 24,UV206b0045,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: All people: 16 - 24
Europe: United Kingdom: All people: 25 - 34,UV206b0046,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: All people: 25 - 34
Europe: United Kingdom: All people: 35 - 49,UV206b0047,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: All people: 35 - 49
Europe: United Kingdom: All people: 50 - 64,UV206b0048,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: All people: 50 - 64
Europe: United Kingdom: All people: 65 and over,UV206b0049,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: All people: 65 and over
Europe: United Kingdom: Female: Total,UV206b0050,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: Female: Total
Europe: United Kingdom: Female: 0 - 15,UV206b0051,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: Female: 0 - 15
Europe: United Kingdom: Female: 16 - 24,UV206b0052,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: Female: 16 - 24
Europe: United Kingdom: Female: 25 - 34,UV206b0053,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: Female: 25 - 34
Europe: United Kingdom: Female: 35 - 49,UV206b0054,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: Female: 35 - 49
Europe: United Kingdom: Female: 50 - 64,UV206b0055,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: Female: 50 - 64
Europe: United Kingdom: Female: 65 and over,UV206b0056,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: Female: 65 and over
Europe: United Kingdom: Male: Total,UV206b0057,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: Male: Total
Europe: United Kingdom: Male: 0 - 15,UV206b0058,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: Male: 0 - 15
Europe: United Kingdom: Male: 16 - 24,UV206b0059,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: Male: 16 - 24
Europe: United Kingdom: Male: 25 - 34,UV206b0060,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: Male: 25 - 34
Europe: United Kingdom: Male: 35 - 49,UV206b0061,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: Male: 35 - 49
Europe: United Kingdom: Male: 50 - 64,UV206b0062,UV206b,Passports held (9) by sex by age (6),Count,Person,Passports held (9) by sex by age (6) - Europe: United Kingdom: Male: 50 - 64
